陕西移动IPV4,#genre#
云顶之弈,http://tc-tct.douyucdn2.cn/dyliveflv1/522423rw7NgKaYl9_2000p.flv?wsAuth=ce3c0d32c960ce39c10717b795f7ddf9&token=cpn-androidmpro-0-522423-99737a9b5bf363c27f62ed65c0f1025bd1ccd3a301de7e93&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
QQ飞车·手游,http://tc-tct.douyucdn2.cn/dyliveflv1a/5040227raXQRnvWY_2000.flv?wsAuth=0654cc930e81f0d2b58264196ded38af&token=cpn-androidmpro-0-5040227-432528579fe947129e217c8f3c39d0a94c81c1426c347bfb&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
CF·手游,http://tc-tct.douyucdn2.cn/dyliveflv1/868191rjy69PsEAz_2000.flv?wsAuth=63d571126613feca6067da321aaf2df2&token=cpn-androidmpro-0-868191-846aacab1859214c037e4d0c263121580403540feea39901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
王者荣耀,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.flv?wsAuth=f73077d85e523eb95b6ce1ea3581b46b&token=cpn-androidmpro-0-1863767-7b520f6fe0a2b18db3c111c4e3c14350afd2dcaf43d0ef60&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
跑跑卡丁车·手渿,http://tc-tct.douyucdn2.cn/dyliveflv1a/6672862r90xSwiRP_2000.flv?wsAuth=1c2c516dd80b1193241687841f128073&token=cpn-androidmpro-0-6672862-ee6297daa5d07f3494aad175947a679df4184f7934380258&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
永劫无间,http://tc-tct.douyucdn2.cn/dyliveflv1a/9662891rlaeIAP3A_2000.flv?wsAuth=07d3125e1ec93068330e14be22a09454&token=cpn-androidmpro-0-9662891-7de7dc707e1a51dddb241f8ecad4f36806d04b45752cbbd8&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2

安徽,#genre#
安徽综艺体育,http://sx.liuyun.wang:88/zb/ah.php?id=ahzy
安徽影视,http://sx.liuyun.wang:88/zb/ah.php?id=ahys
安徽经济生活,http://sx.liuyun.wang:88/zb/ah.php?id=ahjs
淮南新闻,http://sx.liuyun.wang:88/zb/ah.php?id=hnxw
淮南公共,http://sx.liuyun.wang:88/zb/ah.php?id=hngg
歙县综合,http://sx.liuyun.wang:88/zb/ah.php?id=sxzh
屯溪融媒,http://sx.liuyun.wang:88/zb/ah.php?id=txrm
霍邱新闻,http://sx.liuyun.wang:88/zb/ah.php?id=hqxw
当涂新闻综合,http://sx.liuyun.wang:88/zb/ah.php?id=dtzh
岳西新闻综合,http://sx.liuyun.wang:88/zb/ah.php?id=yxzh
濉溪综合,http://sx.liuyun.wang:88/zb/ah.php?id=jxzh
濉溪经济生活,http://sx.liuyun.wang:88/zb/ah.php?id=jxsh
宿松新闻综合,http://sx.liuyun.wang:88/zb/ah.php?id=sszh
肥西新闻综合,http://sx.liuyun.wang:88/zb/ah.php?id=fxzh

北京,#genre#
BRTV新闻,http://live.funhillrm.com/5/sd/live.m3u8
北京纪实科教,http://gdcucc-livod.qn-cdn.gitv.tv/gitv_live/G_BEIJINGJS-HD/G_BEIJINGJS-HD.m3u8?p=GITV&area=GD_CUCC&$4M FHD
石景山电视台,http://live.sjsrm.com/bjsjs/sd/live.m3u8
房山电视叿,https://live.funhillrm.com/2/playlist.m3u8
怀柔电视台,http://mmitv.top/test/tianma.php?id=bjhr

上海,#genre#
嘉定电视叿,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8
崇明电视叿,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8

河南,#genre#
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
兰考新闿,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
叶县一奿,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
封丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
辉县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8
舞钢新闻综合,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
舞阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
杞县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
台前新闻综合,http://tvpull.dxhmt.cn:9081/tv/10927-1.m3u8
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
原阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
济源电视一奿,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8?zhend
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?zhend
淇县电视叿,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
上街电视叿,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
星城上街电视叿,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
滑县快乐3,http://tvpull.dxhmt.cn:9081/tv/10526-3.m3u8
太康综合,http://tvpull.dxhmt.cn:9081/tv/11627-1.m3u8
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
新密新闻,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
唐河一奿,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
鲁山综合,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
建安综合,http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8
孟津新闻,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
上蔡综合,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
襄城综合,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
新郑综合,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
社旗综合,http://tvpull.dxhmt.cn:9081/tv/11327-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
西平综合,http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
汝南综合,http://tvpull.dxhmt.cn:9081/tv/11727-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
禹州公共,http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
遂平一奿,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
安阳新闻,http://tvpull.dxhmt.cn:9081/tv/10522-1.m3u8
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
方城一奿,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
滑县民生,http://tvpull.dxhmt.cn:9081/tv/10526-2.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
获嘉综合,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
浚县一奿,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
孟津生活,http://tvpull.dxhmt.cn:9081/tv/10322-1.m3u8
南乐综合,http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8
平舆综合,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8
清丰综合,http://tvpull.dxhmt.cn:9081/tv/10922-1.m3u8
确山综合,http://tvpull.dxhmt.cn:9081/tv/11725-1.m3u8
汝州科教,http://tvpull.dxhmt.cn:9081/tv/10482-2.m3u8
汝州新闻,http://tvpull.dxhmt.cn:9081/tv/10482-1.m3u8
商城新闻,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
通许综合,http://tvpull.dxhmt.cn:9081/tv/10222-1.m3u8
卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
尉氏综合,http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
夏邑新闻,http://tvpull.dxhmt.cn:9081/tv/11426-1.m3u8
延津综合,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
永城民生,http://tvpull.dxhmt.cn:9081/tv/11481-2.m3u8
永城新闻,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
长垣综合,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
方城一奿,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend
卫辉综合频道,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
开封新闻综吿,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8
济源电视一奿,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
扶沟综合频道,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
西华综合频道,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
开封文化旅渿,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
内黄综合频道,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
河南卫视,http://sx.liuyun.wang:88/zb/hndx.php?id=hnws
河南都市,http://sx.liuyun.wang:88/zb/hndx.php?id=hnds
河南民生,http://sx.liuyun.wang:88/zb/hndx.php?id=hnms
河南法治,http://sx.liuyun.wang:88/zb/hndx.php?id=hmfz
河南电视剿,http://sx.liuyun.wang:88/zb/hndx.php?id=hndsj
河南新闻,http://sx.liuyun.wang:88/zb/hndx.php?id=hnxw
欢腾购物,http://sx.liuyun.wang:88/zb/hndx.php?id=htgw
河南公共,http://sx.liuyun.wang:88/zb/hndx.php?id=hngg
河南乡村,http://sx.liuyun.wang:88/zb/hndx.php?id=hnxc
河南国际,http://sx.liuyun.wang:88/zb/hndx.php?id=hngj
河南梨园,http://sx.liuyun.wang:88/zb/hndx.php?id=hnly
文物宝库,http://sx.liuyun.wang:88/zb/hndx.php?id=wwbk
武术世界,http://sx.liuyun.wang:88/zb/hndx.php?id=wspd
睛彩中原,http://sx.liuyun.wang:88/zb/hndx.php?id=jczy
移动戏曲,http://sx.liuyun.wang:88/zb/hndx.php?id=ydxj
象视畿,http://sx.liuyun.wang:88/zb/hndx.php?id=xsj
国学频道,http://sx.liuyun.wang:88/zb/hndx.php?id=gxpd
信阳综合,http://sx.liuyun.wang:88/zb/hntm.php?id=zh
信阳文旅,http://sx.liuyun.wang:88/zb/hntm.php?id=wl
浉河广电,http://sx.liuyun.wang:88/zb/hntm.php?id=sh
信阳平桥,http://sx.liuyun.wang:88/zb/hndx.php?id=pq
洛阳综合,http://sx.liuyun.wang:88/zb/ly.php?id=zh
洛阳科教,http://sx.liuyun.wang:88/zb/ly.php?id=kj
洛阳文旅,http://sx.liuyun.wang:88/zb/ly.php?id=wl
崇县综合,http://sx.liuyun.wang:88/zb/ly.php?id=cx
洛宁综合,http://sx.liuyun.wang:88/zb/ly.php?id=ln
新安综合,http://sx.liuyun.wang:88/zb/ly.php?id=xa


河北,#genre#
河北卫视,http://222.223.119.21:8888/newlive/zb/hls/48/live.m3u8
河北经济,http://222.223.119.21:8888/newlive/zb/hls/49/live.m3u8
河北都市,http://222.223.119.21:8888/newlive/zb/hls/50/live.m3u8
河北影视,http://222.223.119.21:8888/newlive/zb/hls/51/live.m3u8
河北少儿,http://222.223.119.21:8888/newlive/zb/hls/52/live.m3u8
河北公共,http://222.223.119.21:8888/newlive/zb/hls/53/live.m3u8
邢台综合,http://222.223.119.21:8888/newlive/zb/hls/54/live.m3u8
邢台城市生活,http://222.223.119.21:8888/newlive/zb/hls/55/live.m3u8
卡酷少儿,http://222.223.119.21:8888/newlive/zb/hls/56/live.m3u8
金鹰卡逿,http://222.223.119.21:8888/newlive/zb/hls/57/live.m3u8
平泉电影,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
平泉影视,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
定州新闻综合,https://jwliveqxzb.hebyun.com.cn/xxzhpd/xxzhpd.m3u8
邯郸公共,https://jwcdnqx.hebyun.com.cn/zb/hdgg/1500k/tzwj_video.m3u8?zhebd
承德公共生活,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8
邯郸科技教育_187,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8?zhebd
河北昌黎,http://jwliveqxzb.hebyun.com.cn/clzhpd/clzhpd.flv
河北农民,https://jwplay.hebyun.com.cn/zb/hbnmtv/1500k/tzwj_video.m3u8?zhebd
鹿泉一奿,https://jwcdnqx.hebyun.com.cn/zb/luquanyi/1500k/tzwj_video.m3u8?zhebd
鹿泉一奿,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8
保定新闻,http://jwcdnqx.hebyun.com.cn/zb/jybd/1500k/tzwj_video.m3u8
保定公共,http://jwcdnqx.hebyun.com.cn/zb/bdxw1/1500k/tzwj_video.m3u8
保定生活,http://jwcdnqx.hebyun.com.cn/zb/bddst/1500k/tzwj_video.m3u8
邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
任丘文娱,https://jwcdnqx.hebyun.com.cn/zb/rqtv2/1500k/tzwj_video.m3u8
任丘综合,https://jwcdnqx.hebyun.com.cn/zb/rqtv1/1500k/tzwj_video.m3u8
鹿泉一奿,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd
兴隆电影,https://jwcdnqx.hebyun.com.cn/zb/xlys/1500k/tzwj_video.m3u8
兴隆综合,https://jwcdnqx.hebyun.com.cn/zb/xlzh/1500k/tzwj_video.m3u8
双滦电影,https://jwcdnqx.hebyun.com.cn/zb/slys/1500k/tzwj_video.m3u8
鹿泉一奿,https://jwcdnqx.hebyun.com.cn/zb/luquanyi/1500k/tzwj_video.m3u8
河北影视,https://jwplay.hebyun.com.cn:443/zb/hbystv/1500k/tzwj_video.m3u8
兴隆影视,https://jwcdnqx.hebyun.com.cn/zb/xlys/1500k/tzwj_video.m3u8
平泉影視,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
興隆影視,https://jwcdnqx.hebyun.com.cn/zb/xlys/1500k/tzwj_video.m3u8
河北影視,https://jwplay.hebyun.com.cn:443/zb/hbystv/1500k/tzwj_video.m3u8
河北影视剿,https://jwplay.hebyun.com.cn/zb/hbystv/1500k/tzwj_video.m3u8
河北影視势,https://jwplay.hebyun.com.cn/zb/hbystv/1500k/tzwj_video.m3u8
邯郸公共_184,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸公共_186,https://jwcdnqx.hebyun.com.cn/zb/hdgg/1500k/tzwj_video.m3u8?zhebd
鹿全综合_196,https://jwcdnqx.hebyun.com.cn/zb/luquanyi/1500k/tzwj_video.m3u8?zhebd
鹿全综合_197,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd
平泉影视频道,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
定州国学影视,https://jwliveqxzb.hebyun.com.cn/yspd/yspd.m3u8
河北平泉影视,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
河北邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
河北邯郸科教,https://jwcdnqx.hebyun.com.cn/zb/hdkj/1500k/tzwj_video.m3u8?zhebd
河北邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
河北邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8?zhebd
河北鹿泉一奿,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd
河北平泉综合,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8
河北任丘文娱,https://jwcdnqx.hebyun.com.cn/zb/rqtv2/1500k/tzwj_video.m3u8
河北任丘综合,https://jwcdnqx.hebyun.com.cn/zb/rqtv1/1500k/tzwj_video.m3u8
河北兴隆综合,https://jwcdnqx.hebyun.com.cn/zb/xlzh/1500k/tzwj_video.m3u8
承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8
平泉综合频道,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8
清河经济综艺,https://jwcdnqx.hebyun.com.cn/zb/qinghe1/1500k/tzwj_video.m3u8
平泉影院频道,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
定州生活频道,https://jwliveqxzb.hebyun.com.cn/shpd/shpd.m3u8
涞水新闻频道,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8
清河新闻综合,https://jwcdnqx.hebyun.com.cn/zb/qinghe/1500k/tzwj_video.m3u8
望都综合频道,https://jwliveqxzb.hebyun.com.cn/wddst/wddst.m3u8
兴隆影视频道,https://jwcdnqx.hebyun.com.cn/zb/xlys/1500k/tzwj_video.m3u8
兴隆综合频道,https://jwcdnqx.hebyun.com.cn/zb/xlzh/1500k/tzwj_video.m3u8
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/zb/hdgg/1500k/tzwj_video.m3u8?zhebd
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/zb/hdkj/1500k/tzwj_video.m3u8?zhebd
邯郸科技教育,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8?zhebd
平泉影视频道,https://jwcdnqx.hebyun.com.cn/zb/pqys/1500k/tzwj_video.m3u8
昌黎综合频道,https://jwliveqxzb.hebyun.com.cn/clzhpd/clzhpd.m3u8
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/zb/hdgg/1500k/tzwj_video.m3u8
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/zb/hdkj/1500k/tzwj_video.m3u8
邯郸科技教育,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
昌黎综合频道,https://jwcdnqx.hebyun.com.cn/zb/clzhpd/1500k/tzwj_video.m3u8
平泉影視頻道,https://jwcdnqx.hebyun.com.cn/zb/pqys/1500k/tzwj_video.m3u8
邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
昌黎电视剧_183,https://jwcdnqx.hebyun.com.cn/zb/clzhpd/1500k/tzwj_video.m3u8?zhebd
邯郸科技教育_189,https://jwcdnqx.hebyun.com.cn/zb/hdkj/1500k/tzwj_video.m3u8?zhebd
河北清河经济综艺,https://jwcdnqx.hebyun.com.cn/zb/qinghe1/1500k/tzwj_video.m3u8
河北清河新闻综合,https://jwcdnqx.hebyun.com.cn/zb/qinghe/1500k/tzwj_video.m3u8
丰宁综合频道,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
深泽综合频道,https://jwcdnqx.hebyun.com.cn/zb/shenzedianshi/1500k/tzwj_video.m3u8

山东,#genre#
青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8
烟台公共,http://live.yantaitv.cn/zb/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
菏泽经济生活,http://live.hznet.tv:1935/zb/live2/500K/tzwj_video.m3u8
菏泽影视,http://live.hznet.tv:1935/zb/live3/500K/tzwj_video.m3u8
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
枣庄经济生活,http://stream.zztvzd.com/2/sd/live.m3u8
青州综合,http://sdqz.chinashadt.com:2036/zb/stream:1.stream/playlist.m3u8
泰安新泰新闻综合,http://live.xtgdw.cn:1935/zb/xtzh/playlist.m3u8
长清新闻,http://sx.liuyun.wang:88/zb/iqilu.php?id=jncqxw
长清生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=jncqsh
济铁电视叿,http://sx.liuyun.wang:88/zb/iqilu.php?id=jnjrtv
历城新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jnlcxw
平阴综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jnpyzh
平阴乡村振兴,http://sx.liuyun.wang:88/zb/iqilu.php?id=jnpyxc
商河综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jnshzh
商河影视,http://sx.liuyun.wang:88/zb/iqilu.php?id=jnshys
章丘综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=jnzqzh
章丘公共,http://sx.liuyun.wang:88/zb/iqilu.php?id=jnzqgg
东营新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=dyxwzh
东营公共,http://sx.liuyun.wang:88/zb/iqilu.php?id=dygg
东营公共,http://sx.liuyun.wang:88/zb/iqilu.php?id=dygg2
东营科教,http://sx.liuyun.wang:88/zb/iqilu.,http://sx.liuyun.wang:88/zb/iqilu.php?id=dykj
东营区新闻综吿,http://sx.liuyun.wang:88/zb/iqilu.php?id=dydyqxw
东营区科教影觿,http://sx.liuyun.wang:88/zb/iqilu.php?id=dydyqkj
广饶综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=dygrzh
广饶科教文艺,http://sx.liuyun.wang:88/zb/iqilu.php?id=dygrkj
垦利新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=dyklxw
利津综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=dyljzh
利津文化生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=dyljwh
黄岛综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdhdzh
黄岛生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdhdsh
即墨综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdjmzh
即墨生活服务,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdjmsh
胶州综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdjzzh
胶州生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdjzsh
李沧TV,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdlc
崂山TV,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdls
莱西综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdlxzh
莱西生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdlxsh
平度新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdpdxw
平度生活服务,http://sx.liuyun.wang:88/zb/iqilu.php?id=qdpdsh
潍坊新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfxwzh
潍坊生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfsh
潍坊影视综艺,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfyswy
潍坊科教文旅,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfkjwl
潍坊高新区电觿,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfgxq
安丘综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfaqzh
安丘民生,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfaqms
滨海新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfbhxw
昌乐综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfclzh
昌邑综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfcyzh
昌邑经济生活,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfcyjj
坊子新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=wffzxw
高密综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfgmzh
高密党建农科,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfgmdj
寒亭新闻,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfhtxw
奎文电视叿,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfkwtv
临朐新闻综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=wflqxw
青州综合,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfqzzh
青州文化旅游,http://sx.liuyun.wang:88/zb/iqilu.php?id=wfqzwh
